Date,Open,High,Low,Close
12/22/2014 6:16:00 PM,1.22276,1.22277,1.22272,1.22273
12/22/2014 6:18:00 PM,1.22272,1.22273,1.22269,1.2227
12/22/2014 6:20:00 PM,1.22269,1.2227,1.22264,1.22265
12/22/2014 6:22:00 PM,1.22265,1.22267,1.22248,1.22248
12/22/2014 6:24:00 PM,1.22248,1.22262,1.22248,1.22262
12/22/2014 6:26:00 PM,1.22262,1.22262,1.22218,1.22219
12/22/2014 6:28:00 PM,1.2222,1.22222,1.2221,1.22215
12/22/2014 6:30:00 PM,1.22214,1.22216,1.22214,1.22216
12/22/2014 6:32:00 PM,1.22216,1.22218,1.22213,1.22218
12/22/2014 6:34:00 PM,1.22218,1.2224,1.22218,1.22238
12/22/2014 6:36:00 PM,1.22239,1.22239,1.22218,1.22219
12/22/2014 6:38:00 PM,1.2222,1.22221,1.2221,1.22217
12/22/2014 6:40:00 PM,1.22216,1.2222,1.22216,1.22218
12/22/2014 6:42:00 PM,1.22218,1.22222,1.22216,1.22218
12/22/2014 6:44:00 PM,1.22218,1.22218,1.22208,1.2221
12/22/2014 6:46:00 PM,1.2221,1.2221,1.22208,1.2221
12/22/2014 6:48:00 PM,1.2221,1.2221,1.22208,1.22208
12/22/2014 6:50:00 PM,1.22209,1.2221,1.22208,1.22209
12/22/2014 6:52:00 PM,1.2221,1.22212,1.22209,1.22212
12/22/2014 6:54:00 PM,1.22212,1.22212,1.22209,1.2221
12/22/2014 6:56:00 PM,1.22211,1.22211,1.22208,1.2221
12/22/2014 6:58:00 PM,1.22211,1.2223,1.2221,1.22228
12/22/2014 7:00:00 PM,1.22227,1.22236,1.22227,1.22234
12/22/2014 7:02:00 PM,1.22234,1.22238,1.22234,1.22236
12/22/2014 7:04:00 PM,1.22237,1.22238,1.22226,1.22227
12/22/2014 7:06:00 PM,1.22226,1.22228,1.22223,1.22228
12/22/2014 7:08:00 PM,1.22227,1.22228,1.22225,1.22228
12/22/2014 7:10:00 PM,1.22226,1.22228,1.22218,1.22221
12/22/2014 7:12:00 PM,1.2222,1.22229,1.2222,1.22229
12/22/2014 7:14:00 PM,1.22228,1.22229,1.22228,1.22228
12/22/2014 7:16:00 PM,1.22228,1.22252,1.22228,1.22252
12/22/2014 7:18:00 PM,1.22251,1.22259,1.22246,1.22248
12/22/2014 7:20:00 PM,1.22248,1.2226,1.22247,1.22258
12/22/2014 7:22:00 PM,1.22258,1.22262,1.22257,1.2226
12/22/2014 7:24:00 PM,1.22259,1.22264,1.22251,1.22251
12/22/2014 7:26:00 PM,1.2225,1.22252,1.22237,1.22252
12/22/2014 7:28:00 PM,1.22252,1.2227,1.22252,1.2227
12/22/2014 7:30:00 PM,1.2227,1.2227,1.22261,1.22267
12/22/2014 7:32:00 PM,1.22266,1.22272,1.2226,1.22272
12/22/2014 7:34:00 PM,1.22271,1.22275,1.22266,1.22268
12/22/2014 7:36:00 PM,1.22268,1.2228,1.22268,1.22278
12/22/2014 7:38:00 PM,1.22277,1.22279,1.22274,1.22279
12/22/2014 7:40:00 PM,1.22278,1.22279,1.22276,1.22278
12/22/2014 7:42:00 PM,1.22278,1.22278,1.22272,1.22275
12/22/2014 7:44:00 PM,1.22275,1.22278,1.22275,1.22278
12/22/2014 7:46:00 PM,1.22278,1.22278,1.22274,1.22275
12/22/2014 7:48:00 PM,1.22274,1.22275,1.2226,1.22268
12/22/2014 7:50:00 PM,1.22268,1.22269,1.2226,1.22266
12/22/2014 7:52:00 PM,1.22266,1.2227,1.22262,1.2227
12/22/2014 7:54:00 PM,1.2227,1.22272,1.2226,1.22262
12/22/2014 7:56:00 PM,1.22262,1.22272,1.22262,1.2227
12/22/2014 7:58:00 PM,1.22268,1.22271,1.22258,1.22262
12/22/2014 8:00:00 PM,1.22262,1.22272,1.22261,1.22268
12/22/2014 8:02:00 PM,1.22269,1.22276,1.22268,1.22275
12/22/2014 8:04:00 PM,1.22275,1.22282,1.22272,1.22282
12/22/2014 8:06:00 PM,1.22282,1.22289,1.22278,1.22288
12/22/2014 8:08:00 PM,1.22288,1.2229,1.22277,1.2228
12/22/2014 8:10:00 PM,1.22281,1.22287,1.2228,1.22287
12/22/2014 8:12:00 PM,1.22288,1.22293,1.22286,1.22286
12/22/2014 8:14:00 PM,1.22287,1.22289,1.22283,1.22288
12/22/2014 8:16:00 PM,1.22287,1.22291,1.22283,1.22288
12/22/2014 8:18:00 PM,1.22288,1.22289,1.22278,1.22288
12/22/2014 8:20:00 PM,1.22288,1.22288,1.22285,1.22288
12/22/2014 8:22:00 PM,1.22288,1.22288,1.2228,1.22281
12/22/2014 8:24:00 PM,1.2228,1.2232,1.2228,1.2232
12/22/2014 8:26:00 PM,1.22319,1.22322,1.22312,1.22312
12/22/2014 8:28:00 PM,1.22312,1.22334,1.22312,1.22314
12/22/2014 8:30:00 PM,1.22314,1.22318,1.22304,1.22307
12/22/2014 8:32:00 PM,1.22308,1.22308,1.22289,1.22297
12/22/2014 8:34:00 PM,1.22298,1.22298,1.22287,1.22288
12/22/2014 8:36:00 PM,1.22288,1.2229,1.22286,1.2229
12/22/2014 8:38:00 PM,1.22289,1.22292,1.22288,1.2229
12/22/2014 8:40:00 PM,1.22291,1.22301,1.22287,1.22298
12/22/2014 8:42:00 PM,1.22298,1.22299,1.22284,1.22286
12/22/2014 8:44:00 PM,1.22286,1.22287,1.22285,1.22286
12/22/2014 8:46:00 PM,1.22286,1.223,1.22286,1.22298
12/22/2014 8:48:00 PM,1.22297,1.22298,1.22291,1.22298
12/22/2014 8:50:00 PM,1.22298,1.22298,1.22296,1.22296
12/22/2014 8:52:00 PM,1.22297,1.22298,1.22294,1.22295
12/22/2014 8:54:00 PM,1.22294,1.22306,1.22294,1.22305
12/22/2014 8:56:00 PM,1.22304,1.22306,1.22301,1.22302
12/22/2014 8:58:00 PM,1.22302,1.22302,1.22298,1.22298
12/22/2014 9:00:00 PM,1.22299,1.22301,1.22298,1.22299
12/22/2014 9:02:00 PM,1.223,1.223,1.22298,1.22298
12/22/2014 9:04:00 PM,1.22299,1.22306,1.22298,1.22304
12/22/2014 9:06:00 PM,1.22304,1.22316,1.223,1.22316
12/22/2014 9:08:00 PM,1.22317,1.22318,1.22314,1.22314
12/22/2014 9:10:00 PM,1.22314,1.22316,1.22308,1.22316
12/22/2014 9:12:00 PM,1.22316,1.22318,1.2231,1.22311
12/22/2014 9:14:00 PM,1.2231,1.22314,1.2231,1.2231
12/22/2014 9:16:00 PM,1.22312,1.22312,1.22298,1.22304
12/22/2014 9:18:00 PM,1.22305,1.22317,1.22304,1.2231
12/22/2014 9:20:00 PM,1.22311,1.22316,1.22309,1.22309
12/22/2014 9:22:00 PM,1.22309,1.22309,1.22297,1.22297
12/22/2014 9:24:00 PM,1.22298,1.22312,1.22297,1.22309
12/22/2014 9:26:00 PM,1.22308,1.2231,1.22308,1.22308
12/22/2014 9:28:00 PM,1.22309,1.2231,1.22308,1.22308
12/22/2014 9:30:00 PM,1.22308,1.22308,1.22293,1.22298
12/22/2014 9:32:00 PM,1.22298,1.22312,1.22298,1.22309
12/22/2014 9:34:00 PM,1.22308,1.22311,1.22308,1.22311
12/22/2014 9:36:00 PM,1.2231,1.22311,1.22308,1.22309
12/22/2014 9:38:00 PM,1.22308,1.22309,1.22308,1.22308
12/22/2014 9:40:00 PM,1.22307,1.22308,1.22276,1.22276
12/22/2014 9:42:00 PM,1.22276,1.22279,1.22268,1.22277
12/22/2014 9:44:00 PM,1.22278,1.22278,1.22268,1.2227
12/22/2014 9:46:00 PM,1.2227,1.22272,1.22269,1.22272
12/22/2014 9:48:00 PM,1.22271,1.2229,1.22271,1.22285
12/22/2014 9:50:00 PM,1.22286,1.22288,1.22283,1.22284
12/22/2014 9:52:00 PM,1.22284,1.22284,1.22276,1.22278
12/22/2014 9:54:00 PM,1.22277,1.22278,1.2227,1.22272
12/22/2014 9:56:00 PM,1.22271,1.22272,1.22271,1.22272
12/22/2014 9:58:00 PM,1.22272,1.22274,1.22269,1.2227
12/22/2014 10:00:00 PM,1.2227,1.22314,1.22269,1.22309
12/22/2014 10:02:00 PM,1.22309,1.22309,1.22289,1.2229
12/22/2014 10:04:00 PM,1.22289,1.22297,1.22288,1.22296
12/22/2014 10:06:00 PM,1.22296,1.22301,1.22292,1.22301
12/22/2014 10:08:00 PM,1.22302,1.22308,1.223,1.22301
12/22/2014 10:10:00 PM,1.22301,1.22302,1.22298,1.22302
12/22/2014 10:12:00 PM,1.22302,1.22304,1.22298,1.22298
12/22/2014 10:14:00 PM,1.22298,1.22298,1.22286,1.22287
12/22/2014 10:16:00 PM,1.22286,1.22288,1.22286,1.22288
12/22/2014 10:18:00 PM,1.22287,1.22309,1.22287,1.22308
12/22/2014 10:20:00 PM,1.22308,1.22324,1.22301,1.22324
12/22/2014 10:22:00 PM,1.22323,1.22324,1.22318,1.2232
12/22/2014 10:24:00 PM,1.22321,1.22322,1.22318,1.22319
12/22/2014 10:26:00 PM,1.22319,1.22335,1.22319,1.22332
12/22/2014 10:28:00 PM,1.22333,1.22342,1.22328,1.22342
12/22/2014 10:30:00 PM,1.22342,1.22345,1.22341,1.22342
12/22/2014 10:32:00 PM,1.22342,1.22342,1.22321,1.22324
12/22/2014 10:34:00 PM,1.22324,1.22324,1.22318,1.2232
12/22/2014 10:36:00 PM,1.2232,1.22321,1.22318,1.22319
12/22/2014 10:38:00 PM,1.22319,1.22324,1.22319,1.22321
12/22/2014 10:40:00 PM,1.2232,1.22326,1.2232,1.22324
12/22/2014 10:42:00 PM,1.22324,1.22327,1.22324,1.22327
12/22/2014 10:44:00 PM,1.22327,1.22327,1.22316,1.22317
12/22/2014 10:46:00 PM,1.22318,1.22318,1.22316,1.22317
12/22/2014 10:48:00 PM,1.22316,1.22318,1.22316,1.22317
12/22/2014 10:50:00 PM,1.22316,1.22318,1.22316,1.22316
12/22/2014 10:52:00 PM,1.22316,1.22317,1.22308,1.22308
12/22/2014 10:54:00 PM,1.22309,1.22309,1.22305,1.22306
12/22/2014 10:56:00 PM,1.22305,1.22308,1.22298,1.22308
12/22/2014 10:58:00 PM,1.22308,1.22317,1.22307,1.22316
12/22/2014 11:00:00 PM,1.22315,1.22317,1.22313,1.22316
12/22/2014 11:02:00 PM,1.22317,1.22317,1.22304,1.22306
12/22/2014 11:04:00 PM,1.22306,1.22307,1.22306,1.22307
12/22/2014 11:06:00 PM,1.22306,1.22314,1.22296,1.22296
12/22/2014 11:08:00 PM,1.22296,1.22297,1.22288,1.22297
12/22/2014 11:10:00 PM,1.22296,1.22298,1.22286,1.22287
12/22/2014 11:12:00 PM,1.22288,1.22288,1.22286,1.22286
12/22/2014 11:14:00 PM,1.22286,1.22288,1.22286,1.22288
12/22/2014 11:16:00 PM,1.22288,1.2229,1.22287,1.22289
12/22/2014 11:18:00 PM,1.2229,1.22296,1.22288,1.22291
12/22/2014 11:20:00 PM,1.2229,1.22291,1.22286,1.22288
12/22/2014 11:22:00 PM,1.22289,1.223,1.22288,1.22297
12/22/2014 11:24:00 PM,1.22298,1.22304,1.22292,1.22301
12/22/2014 11:26:00 PM,1.223,1.22302,1.22299,1.22301
12/22/2014 11:28:00 PM,1.22301,1.22303,1.22298,1.22298
12/22/2014 11:30:00 PM,1.22299,1.22302,1.22298,1.22302
12/22/2014 11:32:00 PM,1.22301,1.22307,1.22301,1.22301
12/22/2014 11:34:00 PM,1.22301,1.22302,1.22301,1.22301
12/22/2014 11:36:00 PM,1.22302,1.22302,1.22301,1.22302
12/22/2014 11:38:00 PM,1.22301,1.22304,1.22301,1.22303
12/22/2014 11:40:00 PM,1.22304,1.2232,1.22303,1.22319
12/22/2014 11:42:00 PM,1.2232,1.2232,1.22316,1.22317
12/22/2014 11:44:00 PM,1.22318,1.22322,1.22316,1.22321
12/22/2014 11:46:00 PM,1.22322,1.22332,1.2232,1.22331
12/22/2014 11:48:00 PM,1.22332,1.22332,1.2233,1.22331
12/22/2014 11:50:00 PM,1.2233,1.22336,1.2233,1.22332
12/22/2014 11:52:00 PM,1.22332,1.22332,1.22331,1.22332
12/22/2014 11:54:00 PM,1.22331,1.22332,1.22324,1.22326
12/22/2014 11:56:00 PM,1.22325,1.22331,1.22324,1.22328
12/22/2014 11:58:00 PM,1.22328,1.22338,1.22327,1.22338
12/22/2014 11:59:00 PM,1.22337,1.22341,1.22337,1.2234
12/23/2014 12:00:00 AM,1.2234,1.2234,1.22328,1.22332
12/23/2014 12:02:00 AM,1.22332,1.22332,1.22327,1.22332
12/23/2014 12:04:00 AM,1.22332,1.22335,1.22327,1.22327
12/23/2014 12:06:00 AM,1.22328,1.22332,1.22327,1.22332
12/23/2014 12:08:00 AM,1.22331,1.22332,1.2233,1.2233
12/23/2014 12:10:00 AM,1.22331,1.22334,1.2233,1.22334
12/23/2014 12:12:00 AM,1.22335,1.22338,1.22323,1.22324
12/23/2014 12:14:00 AM,1.22324,1.22328,1.22324,1.22324
12/23/2014 12:16:00 AM,1.22324,1.22328,1.2232,1.22322
12/23/2014 12:18:00 AM,1.22322,1.22328,1.2232,1.22323
12/23/2014 12:20:00 AM,1.22324,1.22324,1.22318,1.2232
12/23/2014 12:22:00 AM,1.2232,1.22324,1.2232,1.22321
12/23/2014 12:24:00 AM,1.22322,1.22322,1.22318,1.22318
12/23/2014 12:26:00 AM,1.22319,1.2232,1.22318,1.22318
12/23/2014 12:28:00 AM,1.22318,1.2232,1.22318,1.2232
12/23/2014 12:30:00 AM,1.22319,1.2232,1.22318,1.22319
12/23/2014 12:32:00 AM,1.22318,1.22319,1.22312,1.22312
12/23/2014 12:34:00 AM,1.22312,1.22312,1.22301,1.22302
12/23/2014 12:36:00 AM,1.22302,1.22304,1.22294,1.22296
12/23/2014 12:38:00 AM,1.22295,1.22296,1.22284,1.22285
12/23/2014 12:40:00 AM,1.22286,1.22286,1.22274,1.22274
12/23/2014 12:42:00 AM,1.22273,1.22277,1.2226,1.22276
12/23/2014 12:44:00 AM,1.22277,1.22278,1.22265,1.2227
12/23/2014 12:46:00 AM,1.2227,1.22296,1.2227,1.22289
12/23/2014 12:48:00 AM,1.22288,1.22289,1.22272,1.22283
12/23/2014 12:50:00 AM,1.22282,1.22284,1.22281,1.22283
12/23/2014 12:52:00 AM,1.22283,1.22284,1.2227,1.22272
12/23/2014 12:54:00 AM,1.22273,1.22278,1.22269,1.22278
12/23/2014 12:56:00 AM,1.22278,1.22281,1.22274,1.22278
12/23/2014 12:58:00 AM,1.22277,1.22288,1.22273,1.22287
12/23/2014 1:00:00 AM,1.22286,1.22308,1.22286,1.22296
12/23/2014 1:02:00 AM,1.22295,1.22298,1.22292,1.22298
12/23/2014 1:04:00 AM,1.22297,1.22309,1.22282,1.22286
12/23/2014 1:06:00 AM,1.22287,1.22301,1.2228,1.22291
12/23/2014 1:08:00 AM,1.2229,1.22291,1.22279,1.22282
12/23/2014 1:10:00 AM,1.22282,1.22291,1.2228,1.2229
12/23/2014 1:12:00 AM,1.22291,1.22298,1.22288,1.22289
12/23/2014 1:14:00 AM,1.2229,1.22309,1.22288,1.22309
12/23/2014 1:16:00 AM,1.22309,1.22327,1.22306,1.22327
12/23/2014 1:18:00 AM,1.22327,1.22362,1.22327,1.22353
12/23/2014 1:20:00 AM,1.22353,1.22358,1.22318,1.22318
12/23/2014 1:22:00 AM,1.22318,1.2233,1.22318,1.22327
12/23/2014 1:24:00 AM,1.22326,1.22333,1.22316,1.2233
12/23/2014 1:26:00 AM,1.22329,1.22346,1.22327,1.22332
12/23/2014 1:28:00 AM,1.22332,1.2235,1.22332,1.22342
12/23/2014 1:30:00 AM,1.22342,1.22359,1.22326,1.22344
12/23/2014 1:32:00 AM,1.22344,1.22357,1.22338,1.2235
12/23/2014 1:34:00 AM,1.2235,1.22353,1.22345,1.22346
12/23/2014 1:36:00 AM,1.22347,1.22348,1.22325,1.22327
12/23/2014 1:38:00 AM,1.22327,1.22327,1.22315,1.22316
12/23/2014 1:40:00 AM,1.22316,1.22318,1.22316,1.22318
12/23/2014 1:42:00 AM,1.22318,1.22322,1.22316,1.22322
12/23/2014 1:44:00 AM,1.22322,1.22323,1.22319,1.22322
12/23/2014 1:46:00 AM,1.22322,1.22332,1.22312,1.22332
12/23/2014 1:48:00 AM,1.22333,1.22344,1.2232,1.22328
12/23/2014 1:50:00 AM,1.22329,1.22334,1.22318,1.22334
12/23/2014 1:52:00 AM,1.22334,1.22353,1.22333,1.2235
12/23/2014 1:54:00 AM,1.2235,1.2235,1.2234,1.2234
12/23/2014 1:56:00 AM,1.22339,1.22344,1.22336,1.22336
12/23/2014 1:58:00 AM,1.22336,1.22366,1.22336,1.22359
12/23/2014 2:00:00 AM,1.2236,1.22366,1.22327,1.22328
12/23/2014 2:02:00 AM,1.22327,1.2235,1.22326,1.22346
12/23/2014 2:04:00 AM,1.22347,1.22352,1.2234,1.2235
12/23/2014 2:06:00 AM,1.2235,1.22363,1.22338,1.22362
12/23/2014 2:08:00 AM,1.22362,1.22368,1.22362,1.22366
